trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
675,False,"{'a': 0.002, 'e': 0.22095769449450242}",25,3,24.681946901388354,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2190066870930415}",20,12,11.507169416270944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.2170548036651242}",25,9,13.12710703139043,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.002, 'e': 0.21510205201828167}",35,6,23.109820096945445,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.21314843996351787}",25,3,-10.426911316621297,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2111939753152784}",25,15,20.50875846573164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.20923866589141926}",20,12,14.631506694361923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.20728251951317556}",25,6,25.027244642776402,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.20532554400513015}",30,8,-11.180932625619878,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
684,False,"{'a': 0.002, 'e': 0.2033677471951825}",25,5,4.464417004379849,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.20140913691451723}",25,8,16.455217209492215,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.19944972099757285}",20,6,23.181910806459708,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.002, 'e': 0.19748950728201042}",20,11,-45.72352893328904,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
688,False,"{'a': 0.002, 'e': 0.19552850360868218}",30,23,9.160827847298599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.1935667178216002}",25,0,-1.4019722941929658,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
690,False,"{'a': 0.002, 'e': 0.19160415776790501}",25,13,20.775085596725983,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.002, 'e': 0.18964083129783424}",25,7,7.417712163390361,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.18767674626469114}",30,18,20.752102831841896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.1857119105248132}",25,13,8.43232654814543,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.002, 'e': 0.18374633193754078}",20,0,3.4420159547029403,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
695,False,"{'a': 0.002, 'e': 0.18178001836518562}",30,10,-49.796083082987025,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
696,False,"{'a': 0.002, 'e': 0.17981297767299936}",20,2,-30.28400582143436,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
697,False,"{'a': 0.002, 'e': 0.17784521772914216}",20,9,-4.848536339224037,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.17587674640465117}",20,12,17.323004849278767,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.002, 'e': 0.17390757157340905}",25,16,14.557449337408908,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.002, 'e': 0.17193770111211254}",25,7,-15.268204193943792,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
701,False,"{'a': 0.002, 'e': 0.16996714290024081}",20,6,4.060325007888461,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
702,False,"{'a': 0.002, 'e': 0.1679959048200241}",20,0,-9.463069283663824,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
703,False,"{'a': 0.002, 'e': 0.1660239947564121}",20,0,29.03063121793486,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
704,False,"{'a': 0.002, 'e': 0.16405142059704247}",30,17,25.510768388453183,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.1620781902322094}",30,12,-1.2789707273149133,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.16010431155483126}",20,14,4.335564735206578,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.1581297924604204}",25,18,15.679369856581642,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.15615464084705052}",25,3,-1.9480944469295771,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.15417886461532546}",20,12,16.00726895434312,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.15220247166834752}",20,5,26.68200783376594,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.002, 'e': 0.15022546991168584}",25,14,18.21166961897434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.14824786725334482}",20,6,22.526996535144292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.14626967160373244}",20,8,19.700203378554406,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.14429089087562869}",25,16,16.79602720590739,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.1423115329841538}",20,4,24.574718467144102,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.002, 'e': 0.14033160584673673}",20,14,9.860626072529229,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.13835111738308337}",30,12,-24.781896837204236,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
718,False,"{'a': 0.002, 'e': 0.13637007551514496}",25,15,18.055759857680282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.002, 'e': 0.13438848816708632}",20,15,-31.752745014581752,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
720,False,"{'a': 0.002, 'e': 0.1324063632652542}",25,10,4.453754871544363,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
721,False,"{'a': 0.002, 'e': 0.13042370873814554}",20,16,7.123447714956447,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.002, 'e': 0.12844053251637585}",30,22,15.526471572769964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.12645684253264733}",20,14,11.97351074288514,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.002, 'e': 0.12447264672171729}",25,12,2.3211951392206145,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
725,False,"{'a': 0.002, 'e': 0.12248795302036633}",20,6,22.262422379700013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.002, 'e': 0.12050276936736662}",25,20,9.032808303641781,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.002, 'e': 0.11851710370345009}",25,18,13.224775022321124,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.002, 'e': 0.11653096397127678}",25,12,-14.907907391527214,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
729,False,"{'a': 0.002, 'e': 0.11454435811540296}",30,16,13.99075059605094,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.1125572940822494}",25,18,13.242818153431426,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.002, 'e': 0.11056977982006959}",20,9,15.152303731285171,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.002, 'e': 0.10858182327891792}",20,0,31.764346820044018,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
733,False,"{'a': 0.002, 'e': 0.10659343241061792}",30,15,26.632071506812984,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.002, 'e': 0.10460461516873039}",30,16,23.72771672913316,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.10261537950852166}",20,11,16.97530141779472,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.002, 'e': 0.10062573338693173}",25,18,-5.814090721202082,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
737,False,"{'a': 0.002, 'e': 0.0986356847625424}",25,10,23.80994647618184,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.09664524159554555}",25,16,9.830310364834643,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.002, 'e': 0.09465441184771117}",25,10,24.627121227092452,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.09266320348235561}",20,4,26.246046177590976,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.002, 'e': 0.09067162446430968}",30,16,22.542715484344107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.002, 'e': 0.08867968275988677}",30,0,28.929042053221245,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
743,False,"{'a': 0.002, 'e': 0.08668738633685107}",20,13,12.968170923452524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.002, 'e': 0.0846947431643856}",20,6,14.116085087612273,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.0827017612130604}",30,10,36.94124642433117,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.08070844845480063}",25,0,34.318926578047375,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
747,False,"{'a': 0.002, 'e': 0.07871481286285463}",25,7,26.900709433187377,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.002, 'e': 0.07672086241176215}",35,16,35.060519289803004,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.002, 'e': 0.0747266050773223}",20,14,11.127503581241127,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.002, 'e': 0.0727320488365618}",20,11,7.27307664021981,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.0707372016677029}",20,13,13.017097701165618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.002, 'e': 0.06874207155013168}",30,17,11.833910727626414,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
753,False,"{'a': 0.002, 'e': 0.06674666646436589}",20,2,14.563772577379437,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.002, 'e': 0.06475099439202324}",20,2,8.102317086569698,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.06275506331578937}",20,12,11.37599049435273,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.002, 'e': 0.0607588812193859}",25,15,17.330167884979197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.002, 'e': 0.058762456087538564}",30,20,18.612948034666655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.05676579590594523}",25,16,14.408941377563465,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.002, 'e': 0.05476890866124396}",20,8,10.484820212366092,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.05277180234098107}",25,7,33.08798699439399,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.002, 'e': 0.05077448493357918}",25,20,10.243242538812055,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.04877696442830525}",25,17,9.79976457834175,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.002, 'e': 0.04677924881523865}",25,11,15.032854982601272,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.044781346085239156}",25,14,19.96984554896624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.002, 'e': 0.04278326422991503}",25,16,17.021129717470792,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.040785011241591035}",20,14,12.318782116668487,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.002, 'e': 0.038786595113276444}",20,15,12.421819530353176,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.002, 'e': 0.036788023838633124}",25,7,36.32400073205796,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.03478930541194349}",25,19,11.859832708453304,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.002, 'e': 0.032790447828078606}",25,13,21.06514119973618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.03079145908246612}",30,13,31.48750699478204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.028792347171058365}",20,8,9.60190014455592,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
773,False,"{'a': 0.002, 'e': 0.026793120090300316}",20,10,16.796767348818264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.024793785837097626}",30,16,28.167394405791725,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.02279435240878465}",20,15,11.386863013313453,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.020794827803092428}",25,3,39.90428048533661,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.002, 'e': 0.01879522001811672}",30,22,15.259295948766969,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.002, 'e': 0.016795537052286005}",30,23,11.173836211374606,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.01479578690432947}",20,3,29.650569905518385,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.012795977573245047}",20,13,14.053854141458558,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.002, 'e': 0.010796117058267392}",20,6,28.172589449158533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.002, 'e': 0.0087962133588359}",25,6,31.37836796481866,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,11,18.070778972675335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,13,21.849012378083145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,15,25.762967249355395,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,14,12.320310634747546,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,14,20.73674127282129,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,8,33.36094418142918,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,12,12.648422539851033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,10,34.92380858710777,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,10,21.020614561192648,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,8,33.5741022905728,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",30,15,27.052692539057443,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",30,17,23.271276116182257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",25,15,19.268139249502482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",25,14,21.963858804308856,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",25,18,12.3459131181932,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",25,16,15.966246971911414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,12,15.667165506001986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",20,8,18.889373579591478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",20,15,11.275863142339112,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",25,18,13.169973271170816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",30,22,13.64167410414695,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",20,1,25.52478427931282,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",20,14,10.113087878694339,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",20,11,18.39777890710969,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,16,8.652941654145758,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",25,13,22.64657367957844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",20,12,17.055966495396422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",20,0,30.570381455469764,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",25,10,29.64678920552033,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",30,21,13.321349885421032,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",20,11,16.10845965043227,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",30,10,44.445831382733616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",25,14,18.65311885402157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",30,22,15.122149747334769,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",20,8,21.084677191057242,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",20,15,11.799907635031463,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",20,9,23.997836964823087,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",20,12,14.116077299418079,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",30,23,13.365894403628863,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",30,22,14.716070883605749,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.0, 'e': 0.0}",20,13,14.051907541397279,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.0, 'e': 0.0}",25,16,16.424493027641905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.0, 'e': 0.0}",25,13,26.72737326424856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.0, 'e': 0.0}",20,5,25.594484669222663,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.0, 'e': 0.0}",20,8,18.50307587962371,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.0, 'e': 0.0}",25,19,10.434559069852737,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.0, 'e': 0.0}",20,11,16.42613362754354,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.0, 'e': 0.0}",35,13,41.35461880985659,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.0, 'e': 0.0}",20,13,15.888690722754713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.0, 'e': 0.0}",20,0,30.64621363303076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
51,True,"{'a': 0.0, 'e': 0.0}",20,7,21.351320612568305,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0.0, 'e': 0.0}",20,15,7.955845110848339,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.0, 'e': 0.0}",25,7,28.967961391549895,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0.0, 'e': 0.0}",25,18,14.32532460754053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0.0, 'e': 0.0}",25,13,24.40109069113789,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0.0, 'e': 0.0}",20,9,19.322523366056203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.0, 'e': 0.0}",20,12,13.340896200341373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.0, 'e': 0.0}",25,16,17.165817258043084,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0.0, 'e': 0.0}",20,14,12.024840548365209,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0.0, 'e': 0.0}",20,10,17.900852277505063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.0, 'e': 0.0}",20,10,20.25477740598945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0.0, 'e': 0.0}",20,11,15.353843979737782,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0.0, 'e': 0.0}",20,6,21.807820142863655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0.0, 'e': 0.0}",20,13,12.912979856633152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0.0, 'e': 0.0}",20,16,6.456774480176655,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0.0, 'e': 0.0}",30,23,10.907626873928049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0.0, 'e': 0.0}",20,12,14.565079605861069,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0.0, 'e': 0.0}",25,8,32.98102949479418,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0.0, 'e': 0.0}",20,14,13.017928525000123,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0.0, 'e': 0.0}",20,11,19.52693042709007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0.0, 'e': 0.0}",25,18,15.274117999731619,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0.0, 'e': 0.0}",25,12,23.77525885521549,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0.0, 'e': 0.0}",25,17,17.363812876711783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0.0, 'e': 0.0}",20,15,9.092804585879145,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0.0, 'e': 0.0}",35,20,30.726825548460855,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0.0, 'e': 0.0}",20,12,14.793339375279189,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0.0, 'e': 0.0}",20,14,12.068759606402011,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0.0, 'e': 0.0}",20,8,25.717711072274295,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0.0, 'e': 0.0}",25,19,11.357264223987606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0.0, 'e': 0.0}",20,16,8.67481275514496,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0.0, 'e': 0.0}",20,12,16.544560735525437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0.0, 'e': 0.0}",25,17,15.915548418074362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0.0, 'e': 0.0}",25,3,34.970906144755915,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
